student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
59,master of business administration,Continuing,At Risk,0,Studiocity,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,7.4,46.47,36.72,83.61,22,Access,Concern for Welfare,LB5202,40.93,21.29,43.96,11.67,82,Access,Concern for Welfare,LB5205,13.62,54.21,0.69,55.79,20,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health,Non-IT
60,master of business administration,Return to Study,Academic Caution,0,Essential Skills and Reading,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,88.85,95.55,83.69,4.33,76,Access,Non Submission,LB5202,20.76,21.54,25.13,48.26,85,No Access,Attendance,LB5205,55.22,53.99,70.16,52.84,54,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management,Non-IT
61,master of business administration,LOA,Academic Caution,0,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,87.9,10.93,56.71,26.92,57,No Access,Concern for Welfare,LB5202,27.99,6.6,29.32,42.72,34,No Access,Concern for Welfare,LB5205,15.04,82.13,5.92,57.68,48,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,Non-IT
62,master of business administration,First year,Excluded,0,Essential Skills,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,73.24,17.47,34.3,61.01,71,Access,Attendance,LB5202,88.19,16.42,90.12,33.0,6,Access,Attendance,LB5205,55.95,13.57,71.28,65.81,71,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health,Non-IT
63,master of business administration,First year,At Risk,0,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,89.79,55.88,30.59,3.61,62,Access,Concern for Welfare,LB5202,36.76,32.9,78.23,71.35,18,No Access,Non Submission,LB5205,1.24,31.28,4.91,46.29,40,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment,Non-IT
64,master of business administration,New,Excluded,0,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,67.64,63.36,99.6,76.74,57,Access,Concern for Welfare,LB5202,79.95,88.06,81.35,83.11,46,Access,Attendance,LB5205,83.22,49.52,92.06,81.9,86,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT
65,master of business administration,First year,Conditional,0,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,82.21,27.22,94.47,97.38,64,Access,Attendance,LB5202,55.15,7.2,58.66,18.49,62,Access,Non Submission,LB5205,61.13,37.05,84.32,73.4,67,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management,Non-IT
66,master of business administration,Continuing,At Risk,0,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,72.28,74.43,63.97,55.98,22,No Access,Concern for Welfare,LB5202,17.64,97.22,68.91,74.55,81,Access,Attendance,LB5205,77.91,59.04,44.31,43.74,9,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
67,master of business administration,Continuing,Conditional,0,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,51.53,17.79,86.16,9.56,13,No Access,Non Submission,LB5202,86.51,16.58,85.6,4.76,9,Access,Non Submission,LB5205,91.94,53.12,0.68,98.3,61,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,Non-IT
68,master of business administration,New,Excluded,0,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,11.34,5.86,81.13,84.06,7,Access,Attendance,LB5202,12.81,36.35,39.35,80.44,27,Access,Concern for Welfare,LB5205,35.75,61.98,69.22,32.99,43,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management,Non-IT
69,master of business administration,Return to Study,Satisfactory,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,67.18,68.47,66.28,5.35,81,Access,Non Submission,LB5202,10.99,29.03,49.95,13.77,100,Access,Concern for Welfare,LB5205,33.17,7.32,34.42,32.2,84,No Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health,Non-IT
70,master of business administration,First year,Academic Caution,0,4R Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,11.57,14.66,78.29,88.25,61,Access,Non Submission,LB5202,84.25,1.35,35.81,58.6,24,Access,Non Submission,LB5205,90.0,6.78,57.72,85.75,79,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
71,master of business administration,New,Excluded,0,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,34.31,65.12,72.6,25.41,71,Access,Attendance,LB5202,93.56,5.06,90.56,70.46,28,Access,Non Submission,LB5205,33.51,56.92,44.23,24.76,75,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health,Non-IT
72,master of business administration,Return to Study,Academic Caution,0,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,77.59,36.11,77.54,46.89,11,Access,Attendance,LB5202,88.39,82.06,19.0,33.93,53,No Access,Non Submission,LB5205,5.37,87.26,19.68,67.27,69,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management,Non-IT
73,master of business administration,Transferred,Excluded,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,82.74,20.79,73.82,14.65,60,No Access,Non Submission,LB5202,92.28,12.74,72.66,79.2,86,Access,Attendance,LB5205,89.64,98.82,78.74,72.83,38,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment,Non-IT
74,master of business administration,Continuing,At Risk,0,Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,62.51,97.78,43.74,15.16,47,Access,Non Submission,LB5202,72.34,47.01,39.87,16.76,48,Access,Attendance,LB5205,60.13,84.52,53.26,58.74,66,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family,Non-IT
75,master of business administration,Transferred,Conditional,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,9.0,64.18,93.05,32.37,29,Access,Attendance,LB5202,38.58,50.44,36.22,62.94,74,No Access,Attendance,LB5205,73.13,26.48,63.84,68.07,72,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness,Non-IT
76,master of business administration,Return to Study,Satisfactory,0,Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,98.37,20.52,13.86,16.12,89,No Access,Attendance,LB5202,88.43,41.49,24.04,11.32,100,Access,Concern for Welfare,LB5205,62.06,39.97,71.6,81.57,27,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
77,master of business administration,Return to Study,Academic Caution,0,Essential Skills and Reading,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,25.93,0.2,62.31,36.49,84,Access,Concern for Welfare,LB5202,80.29,67.44,19.19,5.83,32,Access,Concern for Welfare,LB5205,38.03,40.35,23.97,71.31,92,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
78,master of business administration,Excluded,Academic Caution,0,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,92.14,35.22,4.56,54.54,76,Access,Non Submission,LB5202,39.18,78.69,78.71,90.77,11,Access,Non Submission,LB5205,14.85,86.01,49.58,95.61,8,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,Non-IT
79,master of business administration,Excluded,Academic Caution,0,Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,56.07,56.82,92.73,56.89,6,No Access,Attendance,LB5202,88.19,32.73,2.42,28.9,73,Access,Attendance,LB5205,84.29,43.41,93.53,76.5,32,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
80,master of business administration,New,Excluded,1,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,96.05,77.35,48.86,22.39,80,Access,Concern for Welfare,LB5202,29.72,82.58,54.82,78.79,88,Access,Non Submission,LB5205,10.67,97.47,59.93,55.63,42,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management,Non-IT
81,master of business administration,New,Conditional,3,Writing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,89.44,86.21,55.84,55.31,7,Access,Attendance,LB5202,34.39,64.62,16.85,64.69,73,No Access,Attendance,LB5205,76.15,72.45,37.32,66.39,55,No Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,Non-IT
82,master of business administration,First year,Satisfactory,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,75.45,7.65,51.71,92.93,53,Access,Attendance,LB5202,4.15,62.21,79.21,23.42,13,Access,Attendance,LB5205,7.94,84.32,67.3,56.11,78,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness,Non-IT
83,master of business administration,Continuing,Excluded,0,Referencing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,56.97,2.18,39.27,42.77,34,No Access,Attendance,LB5202,20.9,25.43,65.37,51.03,50,Access,Non Submission,LB5205,31.59,43.63,73.96,5.2,3,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor time management,Non-IT
84,master of business administration,First year,Excluded,0,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,75.94,11.63,68.07,75.95,65,No Access,Concern for Welfare,LB5202,72.06,87.02,37.82,21.09,42,No Access,Non Submission,LB5205,57.98,48.15,98.55,14.0,5,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,Non-IT
85,master of business administration,New,Academic Caution,0,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,43.25,57.25,13.87,9.71,46,Access,Attendance,LB5202,71.22,37.3,3.7,9.58,67,Access,Non Submission,LB5205,60.08,66.27,7.1,12.6,7,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management,Non-IT
86,master of business administration,Excluded,Conditional,2,Studiocity,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,18.87,57.5,41.19,96.23,12,No Access,Concern for Welfare,LB5202,70.96,19.47,26.84,9.47,18,Access,Non Submission,LB5205,60.84,39.72,6.06,52.61,76,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
87,master of business administration,Transferred,Academic Caution,0,Writing,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,12.07,90.98,2.3,86.13,30,Access,Concern for Welfare,LB5202,56.1,12.2,26.71,36.03,13,Access,Concern for Welfare,LB5205,43.61,20.22,1.23,47.91,3,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,Non-IT
88,master of business administration,Continuing,Excluded,0,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,61.86,14.92,41.27,23.75,86,Access,Non Submission,LB5202,43.56,48.93,23.96,41.51,40,Access,Concern for Welfare,LB5205,2.67,6.81,37.98,87.63,4,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
89,master of business administration,New,At Risk,0,Studiocity,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,94.09,35.95,76.43,23.39,21,Access,Non Submission,LB5202,25.76,96.82,82.82,62.79,47,No Access,Non Submission,LB5205,16.46,45.55,26.32,19.97,99,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,Non-IT
90,master of business administration,LOA,Academic Caution,4,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,51.86,15.25,53.67,82.72,9,Access,Non Submission,LB5202,13.82,94.98,54.82,14.36,84,Access,Concern for Welfare,LB5205,38.64,8.97,23.23,55.17,63,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
91,master of business administration,Return to Study,Conditional,0,Referencing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,48.85,91.1,64.02,36.55,92,Access,Non Submission,LB5202,91.86,4.56,3.17,71.42,25,Access,Non Submission,LB5205,48.92,21.52,27.43,82.68,83,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,Non-IT
92,master of business administration,First year,Satisfactory,0,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,25.61,39.38,72.65,38.9,97,Access,Non Submission,LB5202,71.02,33.91,54.89,60.64,23,Access,Concern for Welfare,LB5205,63.96,29.18,44.15,11.4,56,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family,Non-IT
93,master of business administration,Continuing,Academic Caution,0,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,14.78,35.18,75.64,19.45,86,Access,Non Submission,LB5202,16.43,51.45,76.8,94.4,58,Access,Non Submission,LB5205,76.36,22.64,94.6,93.74,64,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT
94,master of business administration,LOA,Satisfactory,2,Referencing,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,15.23,84.03,64.43,5.81,85,Access,Attendance,LB5202,16.71,26.44,96.79,14.65,44,Access,Concern for Welfare,LB5205,28.07,25.86,54.67,94.81,100,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment,Non-IT
95,master of business administration,LOA,Conditional,2,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,39.12,18.97,44.77,6.66,1,No Access,Attendance,LB5202,80.73,91.16,10.75,25.08,74,Access,Attendance,LB5205,18.99,93.1,74.89,9.26,87,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
