student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
64,Master of Business Administration,New,Excluded,,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,67.64,63.36,99.6,76.74,57,Access,Concern for Welfare,,79.95,88.06,81.35,83.11,46,Access,Attendance,,83.22,49.52,92.06,81.9,86,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
65,Master of Business Administration,First year,Conditional,,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,82.21,27.22,94.47,97.38,64,Access,Attendance,,55.15,7.2,58.66,18.49,62,Access,Non Submission,,61.13,37.05,84.32,73.4,67,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
66,Master of Business Administration,Continuing,At Risk,,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,72.28,74.43,63.97,55.98,22,No Access,Concern for Welfare,,17.64,97.22,68.91,74.55,81,Access,Attendance,,77.91,59.04,44.31,43.74,9,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family
67,Master of Business Administration,Continuing,Conditional,,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,51.53,17.79,86.16,9.56,13,No Access,Non Submission,,86.51,16.58,85.6,4.76,9,Access,Non Submission,,91.94,53.12,0.68,98.3,61,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness
68,Master of Business Administration,New,Excluded,,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,11.34,5.86,81.13,84.06,7,Access,Attendance,,12.81,36.35,39.35,80.44,27,Access,Concern for Welfare,,35.75,61.98,69.22,32.99,43,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management
69,Master of Business Administration,Return to Study,Satisfactory,,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,67.18,68.47,66.28,5.35,81,Access,Non Submission,,10.99,29.03,49.95,13.77,100,Access,Concern for Welfare,,33.17,7.32,34.42,32.2,84,No Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health
70,Master of Business Administration,First year,Academic Caution,,4R Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,11.57,14.66,78.29,88.25,61,Access,Non Submission,,84.25,1.35,35.81,58.6,24,Access,Non Submission,,90.0,6.78,57.72,85.75,79,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
71,Master of Business Administration,New,Excluded,,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,34.31,65.12,72.6,25.41,71,Access,Attendance,,93.56,5.06,90.56,70.46,28,Access,Non Submission,,33.51,56.92,44.23,24.76,75,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health
72,Master of Business Administration,Return to Study,Academic Caution,,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,77.59,36.11,77.54,46.89,11,Access,Attendance,,88.39,82.06,19.0,33.93,53,No Access,Non Submission,,5.37,87.26,19.68,67.27,69,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management
73,Master of Business Administration,Transferred,Excluded,,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,82.74,20.79,73.82,14.65,60,No Access,Non Submission,,92.28,12.74,72.66,79.2,86,Access,Attendance,,89.64,98.82,78.74,72.83,38,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment
74,Master of Business Administration,Continuing,At Risk,,Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,62.51,97.78,43.74,15.16,47,Access,Non Submission,,72.34,47.01,39.87,16.76,48,Access,Attendance,,60.13,84.52,53.26,58.74,66,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family
75,Master of Business Administration,Transferred,Conditional,,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,9.0,64.18,93.05,32.37,29,Access,Attendance,,38.58,50.44,36.22,62.94,74,No Access,Attendance,,73.13,26.48,63.84,68.07,72,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness
76,Master of Business Administration,Return to Study,Satisfactory,,Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,98.37,20.52,13.86,16.12,89,No Access,Attendance,,88.43,41.49,24.04,11.32,100,Access,Concern for Welfare,,62.06,39.97,71.6,81.57,27,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
77,Master of Business Administration,Return to Study,Academic Caution,,Essential Skills and Reading,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,25.93,0.2,62.31,36.49,84,Access,Concern for Welfare,,80.29,67.44,19.19,5.83,32,Access,Concern for Welfare,,38.03,40.35,23.97,71.31,92,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
78,Master of Business Administration,Excluded,Academic Caution,,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,92.14,35.22,4.56,54.54,76,Access,Non Submission,,39.18,78.69,78.71,90.77,11,Access,Non Submission,,14.85,86.01,49.58,95.61,8,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health
79,Master of Business Administration,Excluded,Academic Caution,,Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,56.07,56.82,92.73,56.89,6,No Access,Attendance,,88.19,32.73,2.42,28.9,73,Access,Attendance,,84.29,43.41,93.53,76.5,32,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
80,Master of Business Administration,New,Excluded,,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,96.05,77.35,48.86,22.39,80,Access,Concern for Welfare,,29.72,82.58,54.82,78.79,88,Access,Non Submission,,10.67,97.47,59.93,55.63,42,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
81,Master of Business Administration,New,Conditional,,Writing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,89.44,86.21,55.84,55.31,7,Access,Attendance,,34.39,64.62,16.85,64.69,73,No Access,Attendance,,76.15,72.45,37.32,66.39,55,No Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
82,Master of Business Administration,First year,Satisfactory,,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,75.45,7.65,51.71,92.93,53,Access,Attendance,,4.15,62.21,79.21,23.42,13,Access,Attendance,,7.94,84.32,67.3,56.11,78,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness
83,Master of Business Administration,Continuing,Excluded,,Referencing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,56.97,2.18,39.27,42.77,34,No Access,Attendance,,20.9,25.43,65.37,51.03,50,Access,Non Submission,,31.59,43.63,73.96,5.2,3,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor time management
84,Master of Business Administration,First year,Excluded,,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,75.94,11.63,68.07,75.95,65,No Access,Concern for Welfare,,72.06,87.02,37.82,21.09,42,No Access,Non Submission,,57.98,48.15,98.55,14.0,5,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management
85,Master of Business Administration,New,Academic Caution,,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,43.25,57.25,13.87,9.71,46,Access,Attendance,,71.22,37.3,3.7,9.58,67,Access,Non Submission,,60.08,66.27,7.1,12.6,7,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management
86,Master of Business Administration,Excluded,Conditional,,Studiocity,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,18.87,57.5,41.19,96.23,12,No Access,Concern for Welfare,,70.96,19.47,26.84,9.47,18,Access,Non Submission,,60.84,39.72,6.06,52.61,76,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
87,Master of Business Administration,Transferred,Academic Caution,,Writing,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,12.07,90.98,2.3,86.13,30,Access,Concern for Welfare,,56.1,12.2,26.71,36.03,13,Access,Concern for Welfare,,43.61,20.22,1.23,47.91,3,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness
88,Master of Business Administration,Continuing,Excluded,,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,61.86,14.92,41.27,23.75,86,Access,Non Submission,,43.56,48.93,23.96,41.51,40,Access,Concern for Welfare,,2.67,6.81,37.98,87.63,4,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family
89,Master of Business Administration,New,At Risk,,Studiocity,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,94.09,35.95,76.43,23.39,21,Access,Non Submission,,25.76,96.82,82.82,62.79,47,No Access,Non Submission,,16.46,45.55,26.32,19.97,99,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management
90,Master of Business Administration,LOA,Academic Caution,,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,51.86,15.25,53.67,82.72,9,Access,Non Submission,,13.82,94.98,54.82,14.36,84,Access,Concern for Welfare,,38.64,8.97,23.23,55.17,63,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
91,Master of Business Administration,Return to Study,Conditional,,Referencing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,48.85,91.1,64.02,36.55,92,Access,Non Submission,,91.86,4.56,3.17,71.42,25,Access,Non Submission,,48.92,21.52,27.43,82.68,83,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
92,Master of Business Administration,First year,Satisfactory,,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,25.61,39.38,72.65,38.9,97,Access,Non Submission,,71.02,33.91,54.89,60.64,23,Access,Concern for Welfare,,63.96,29.18,44.15,11.4,56,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
93,Master of Business Administration,Continuing,Academic Caution,,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,14.78,35.18,75.64,19.45,86,Access,Non Submission,,16.43,51.45,76.8,94.4,58,Access,Non Submission,,76.36,22.64,94.6,93.74,64,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
94,Master of Business Administration,LOA,Satisfactory,,Referencing,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,15.23,84.03,64.43,5.81,85,Access,Attendance,,16.71,26.44,96.79,14.65,44,Access,Concern for Welfare,,28.07,25.86,54.67,94.81,100,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment
95,Master of Business Administration,LOA,Conditional,,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,39.12,18.97,44.77,6.66,1,No Access,Attendance,,80.73,91.16,10.75,25.08,74,Access,Attendance,,18.99,93.1,74.89,9.26,87,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
96,Master of Business Administration,Continuing,Conditional,,Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,27.92,24.23,26.17,34.12,69,No Access,Attendance,,66.81,8.54,81.34,3.72,81,Access,Non Submission,,26.72,20.6,66.67,40.64,98,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
97,Master of Business Administration,First year,Excluded,,Referencing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,47.8,8.34,86.62,17.19,11,No Access,Non Submission,,41.57,38.2,27.29,26.13,51,Access,Attendance,,17.22,25.53,86.42,52.35,16,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment
98,Master of Business Administration,First year,Excluded,,Studiocity,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,87.99,69.34,37.19,70.05,99,No Access,Attendance,,89.66,91.72,19.94,51.06,10,No Access,Attendance,,61.84,46.63,18.6,8.55,50,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment
99,Master of Business Administration,New,Satisfactory,,Essential Skills,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,43.76,84.47,34.78,55.21,24,Access,Concern for Welfare,,14.25,95.52,31.25,96.05,20,Access,Attendance,,93.93,0.86,98.99,59.94,45,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment
100,Master of Business Administration,LOA,Satisfactory,,Writing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,6.89,45.23,3.0,19.47,86,No Access,Attendance,,34.2,64.84,19.77,24.15,44,Access,Non Submission,,43.66,65.07,92.86,44.37,27,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family
101,Master of Business Administration,First year,Conditional,,Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,52.96,42.09,92.17,41.56,34,Access,Concern for Welfare,,34.89,50.77,35.67,88.78,60,Access,Concern for Welfare,,10.97,88.0,48.03,57.07,52,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness
